#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 845, 0, 8490, 8490, 8490.126, 0.126, 120, 0, 8490.126, 8492.67, 2.545, 1200, 8492.67, 8492.85, 0.18, 180, 0, 8492.85, 8494.812, 1.961, 900, 8494.812, 8494.932, 0.12, 120, 0, 8494.932, 8501.605, 6.673, 3600, 8501.605, 8501.725, 0.12, 120, 0, 8501.725, 8501.725, 0, 0,    11.599,
 846, 0, 8500, 8500, 8500.116, 0.116, 110, 0, 8500.116, 8502.075, 1.959, 1100, 8502.075, 8502.25, 0.175, 165, 0, 8502.25, 8503.895, 1.644, 825, 8503.895, 8504.005, 0.11, 110, 0, 8504.005, 8510.234, 6.229, 3300, 8510.234, 8510.344, 0.11, 110, 0, 8510.344, 8510.344, 0, 0,    10.228,
 847, 0, 8510, 8510, 8510.116, 0.116, 110, 0, 8510.116, 8512.34, 2.224, 1100, 8512.34, 8512.505, 0.165, 165, 0, 8512.505, 8514.181, 1.676, 825, 8514.181, 8514.291, 0.11, 110, 0, 8514.291, 8521.075, 6.784, 3300, 8521.075, 8521.185, 0.11, 110, 0, 8521.185, 8521.185, 0, 0,    11.069,
 848, 0, 8520, 8520, 8520.116, 0.116, 110, 0, 8520.116, 8522.574, 2.458, 1100, 8522.574, 8522.749, 0.175, 165, 0, 8522.749, 8524.698, 1.949, 825, 8524.698, 8524.807, 0.11, 110, 0, 8524.807, 8531.9, 7.093, 3300, 8531.9, 8532.021, 0.12, 110, 0, 8532.021, 8532.021, 0, 0,    11.905,
 849, 0, 8530, 8530, 8530.126, 0.126, 120, 0, 8530.126, 8532.851, 2.725, 1200, 8532.851, 8533.032, 0.18, 180, 0, 8533.032, 8534.822, 1.791, 900, 8534.822, 8534.942, 0.12, 120, 0, 8534.942, 8542.673, 7.731, 3600, 8542.673, 8542.803, 0.13, 120, 0, 8542.803, 8542.803, 0, 0,    12.677,
 850, 0, 8540, 8540, 8540.116, 0.116, 110, 0, 8540.116, 8542.673, 2.557, 1100, 8542.673, 8542.838, 0.165, 165, 0, 8542.838, 8544.694, 1.856, 825, 8544.694, 8544.804, 0.11, 110, 0, 8544.804, 8551.384, 6.58, 3300, 8551.384, 8551.494, 0.11, 110, 0, 8551.494, 8551.494, 0, 0,    11.378,
 851, 0, 8550, 8550, 8550.116, 0.116, 110, 0, 8550.116, 8552.583, 2.467, 1100, 8552.583, 8552.749, 0.165, 165, 0, 8552.749, 8554.658, 1.91, 825, 8554.658, 8554.768, 0.11, 110, 0, 8554.768, 8562.268, 7.5, 3300, 8562.268, 8562.378, 0.11, 110, 0, 8562.378, 8562.378, 0, 0,    12.262,
 852, 0, 8560, 8560, 8560.116, 0.116, 110, 0, 8560.116, 8562.453, 2.337, 1100, 8562.453, 8562.618, 0.165, 165, 0, 8562.618, 8564.389, 1.77, 825, 8564.389, 8564.499, 0.11, 110, 0, 8564.499, 8570.452, 5.953, 3300, 8570.452, 8570.562, 0.11, 110, 0, 8570.562, 8570.562, 0, 0,    10.446,
 853, 0, 8570, 8570, 8570.116, 0.116, 110, 0, 8570.116, 8572.478, 2.362, 1100, 8572.478, 8572.643, 0.165, 165, 0, 8572.643, 8574.461, 1.818, 825, 8574.461, 8574.571, 0.11, 110, 0, 8574.571, 8581.525, 6.954, 3300, 8581.525, 8581.635, 0.11, 110, 0, 8581.635, 8581.635, 0, 0,    11.519,
 854, 0, 8580, 8580, 8580.126, 0.126, 120, 0, 8580.126, 8582.883, 2.757, 1200, 8582.883, 8583.063, 0.18, 180, 0, 8583.063, 8585.156, 2.093, 900, 8585.156, 8585.276, 0.12, 120, 0, 8585.276, 8591.981, 6.706, 3600, 8591.981, 8592.102, 0.12, 120, 0, 8592.102, 8592.102, 0, 0,    11.976,
 855, 0, 8590, 8590, 8590.126, 0.126, 120, 0, 8590.126, 8592.912, 2.786, 1200, 8592.912, 8593.093, 0.18, 180, 0, 8593.093, 8595.078, 1.986, 900, 8595.078, 8595.198, 0.12, 120, 0, 8595.198, 8601.958, 6.76, 3600, 8601.958, 8602.078, 0.12, 120, 0, 8602.078, 8602.078, 0, 0,    11.953,
 856, 0, 8600, 8600, 8600.126, 0.126, 120, 0, 8600.126, 8602.933, 2.807, 1200, 8602.933, 8603.113, 0.18, 180, 0, 8603.113, 8604.97, 1.857, 900, 8604.97, 8605.09, 0.12, 120, 0, 8605.09, 8612.791, 7.701, 3600, 8612.791, 8612.911, 0.12, 120, 0, 8612.911, 8612.911, 0, 0,    12.785,
 857, 0, 8610, 8610, 8610.126, 0.126, 120, 0, 8610.126, 8613.055, 2.929, 1200, 8613.055, 8613.235, 0.18, 180, 0, 8613.235, 8615.173, 1.937, 900, 8615.173, 8615.293, 0.12, 120, 0, 8615.293, 8622.254, 6.961, 3600, 8622.254, 8622.374, 0.12, 120, 0, 8622.374, 8622.374, 0, 0,    12.249,
 858, 0, 8620, 8620, 8620.126, 0.126, 120, 0, 8620.126, 8622.32, 2.194, 1200, 8622.32, 8622.5, 0.18, 180, 0, 8622.5, 8624.338, 1.837, 900, 8624.338, 8624.458, 0.12, 120, 0, 8624.458, 8632.167, 7.71, 3600, 8632.167, 8632.287, 0.12, 120, 0, 8632.287, 8632.287, 0, 0,    12.161,
 859, 0, 8630, 8630, 8630.116, 0.116, 110, 0, 8630.116, 8632.739, 2.623, 1100, 8632.739, 8632.904, 0.165, 165, 0, 8632.904, 8634.797, 1.894, 825, 8634.797, 8634.907, 0.11, 110, 0, 8634.907, 8642.772, 7.864, 3300, 8642.772, 8642.882, 0.11, 110, 0, 8642.882, 8642.882, 0, 0,    12.766,
 860, 0, 8640, 8640, 8640.116, 0.116, 110, 0, 8640.116, 8642.437, 2.321, 1100, 8642.437, 8642.602, 0.166, 165, 0, 8642.602, 8644.323, 1.721, 825, 8644.323, 8644.433, 0.11, 110, 0, 8644.433, 8651.352, 6.919, 3300, 8651.352, 8651.462, 0.11, 110, 0, 8651.462, 8651.462, 0, 0,    11.346,
 861, 0, 8650, 8650, 8650.126, 0.126, 120, 0, 8650.126, 8652.648, 2.522, 1200, 8652.648, 8652.828, 0.18, 180, 0, 8652.828, 8654.73, 1.902, 900, 8654.73, 8654.85, 0.12, 120, 0, 8654.85, 8663.06, 8.21, 3600, 8663.06, 8663.18, 0.12, 120, 0, 8663.18, 8663.18, 0, 0,    13.054,
 862, 0, 8660, 8660, 8660.126, 0.126, 120, 0, 8660.126, 8662.741, 2.615, 1200, 8662.741, 8662.922, 0.181, 180, 0, 8662.922, 8664.835, 1.913, 900, 8664.835, 8664.955, 0.12, 120, 0, 8664.955, 8672.295, 7.34, 3600, 8672.295, 8672.416, 0.12, 120, 0, 8672.416, 8672.416, 0, 0,    12.290,
 863, 0, 8670, 8670, 8670.116, 0.116, 110, 0, 8670.116, 8672.527, 2.411, 1100, 8672.527, 8672.692, 0.165, 165, 0, 8672.692, 8674.284, 1.592, 825, 8674.284, 8674.394, 0.11, 110, 0, 8674.394, 8680.83, 6.436, 3300, 8680.83, 8680.94, 0.11, 110, 0, 8680.94, 8680.94, 0, 0,    10.824,
 864, 0, 8680, 8680, 8680.126, 0.126, 120, 0, 8680.126, 8682.712, 2.586, 1200, 8682.712, 8682.892, 0.18, 180, 0, 8682.892, 8684.648, 1.756, 900, 8684.648, 8684.768, 0.12, 120, 0, 8684.768, 8693.534, 8.766, 3600, 8693.534, 8693.654, 0.12, 120, 0, 8693.654, 8693.654, 0, 0,    13.528,
 865, 0, 8690, 8690, 8690.126, 0.126, 120, 0, 8690.126, 8692.424, 2.298, 1200, 8692.424, 8692.604, 0.18, 180, 0, 8692.604, 8694.416, 1.813, 900, 8694.416, 8694.537, 0.12, 120, 0, 8694.537, 8702.933, 8.396, 3600, 8702.933, 8703.053, 0.12, 120, 0, 8703.053, 8703.053, 0, 0,    12.927,
 866, 0, 8700, 8700, 8700.116, 0.116, 110, 0, 8700.116, 8702.367, 2.251, 1100, 8702.367, 8702.533, 0.165, 165, 0, 8702.533, 8704.376, 1.843, 825, 8704.376, 8704.486, 0.11, 110, 0, 8704.486, 8711.863, 7.377, 3300, 8711.863, 8711.974, 0.11, 110, 0, 8711.974, 8711.974, 0, 0,    11.858,
 867, 0, 8710, 8710, 8710.116, 0.116, 110, 0, 8710.116, 8712.519, 2.403, 1100, 8712.519, 8712.684, 0.165, 165, 0, 8712.684, 8714.504, 1.82, 825, 8714.504, 8714.614, 0.11, 110, 0, 8714.614, 8721.959, 7.344, 3300, 8721.959, 8722.069, 0.11, 110, 0, 8722.069, 8722.069, 0, 0,    11.953,
 868, 0, 8720, 8720, 8720.116, 0.116, 110, 0, 8720.116, 8722.425, 2.309, 1100, 8722.425, 8722.589, 0.165, 165, 0, 8722.589, 8724.616, 2.027, 825, 8724.616, 8724.726, 0.11, 110, 0, 8724.726, 8732.259, 7.533, 3300, 8732.259, 8732.369, 0.11, 110, 0, 8732.369, 8732.369, 0, 0,    12.253,
 869, 0, 8730, 8730, 8730.116, 0.116, 110, 0, 8730.116, 8732.239, 2.123, 1100, 8732.239, 8732.404, 0.165, 165, 0, 8732.404, 8734.179, 1.774, 825, 8734.179, 8734.289, 0.11, 110, 0, 8734.289, 8741.501, 7.212, 3300, 8741.501, 8741.611, 0.11, 110, 0, 8741.611, 8741.611, 0, 0,    11.494,
 870, 0, 8740, 8740, 8740.116, 0.116, 110, 0, 8740.116, 8742.463, 2.347, 1100, 8742.463, 8742.628, 0.165, 165, 0, 8742.628, 8744.477, 1.849, 825, 8744.477, 8744.587, 0.11, 110, 0, 8744.587, 8752.013, 7.426, 3300, 8752.013, 8752.123, 0.11, 110, 0, 8752.123, 8752.123, 0, 0,    12.007,
 871, 0, 8750, 8750, 8750.116, 0.116, 110, 0, 8750.116, 8752.27, 2.154, 1100, 8752.27, 8752.435, 0.165, 165, 0, 8752.435, 8754.102, 1.667, 825, 8754.102, 8754.212, 0.11, 110, 0, 8754.212, 8761.008, 6.796, 3300, 8761.008, 8761.118, 0.11, 110, 0, 8761.118, 8761.118, 0, 0,    11.002,
 872, 0, 8760, 8760, 8760.116, 0.116, 110, 0, 8760.116, 8762.66, 2.544, 1100, 8762.66, 8762.825, 0.165, 165, 0, 8762.825, 8764.517, 1.692, 825, 8764.517, 8764.627, 0.11, 110, 0, 8764.627, 8772.034, 7.407, 3300, 8772.034, 8772.144, 0.11, 110, 0, 8772.144, 8772.144, 0, 0,    12.028,
 873, 0, 8770, 8770, 8770.116, 0.116, 110, 0, 8770.116, 8772.461, 2.345, 1100, 8772.461, 8772.625, 0.165, 165, 0, 8772.625, 8774.523, 1.897, 825, 8774.523, 8774.633, 0.11, 110, 0, 8774.633, 8781.605, 6.972, 3300, 8781.605, 8781.714, 0.11, 110, 0, 8781.714, 8781.714, 0, 0,    11.599,
 874, 0, 8780, 8780, 8780.116, 0.116, 110, 0, 8780.116, 8782.412, 2.296, 1100, 8782.412, 8782.577, 0.165, 165, 0, 8782.577, 8784.202, 1.625, 825, 8784.202, 8784.312, 0.11, 110, 0, 8784.312, 8791.126, 6.814, 3300, 8791.126, 8791.237, 0.11, 110, 0, 8791.237, 8791.237, 0, 0,    11.121,
 875, 0, 8790, 8790, 8790.126, 0.126, 120, 0, 8790.126, 8792.661, 2.535, 1200, 8792.661, 8792.841, 0.18, 180, 0, 8792.841, 8794.973, 2.132, 900, 8794.973, 8795.093, 0.12, 120, 0, 8795.093, 8802.464, 7.371, 3600, 8802.464, 8802.583, 0.12, 120, 0, 8802.583, 8802.583, 0, 0,    12.457,
 876, 0, 8800, 8800, 8800.126, 0.126, 120, 0, 8800.126, 8802.759, 2.633, 1200, 8802.759, 8802.939, 0.18, 180, 0, 8802.939, 8804.963, 2.024, 900, 8804.963, 8805.083, 0.12, 120, 0, 8805.083, 8812.161, 7.078, 3600, 8812.161, 8812.281, 0.12, 120, 0, 8812.281, 8812.281, 0, 0,    12.155,
 877, 0, 8810, 8810, 8810.116, 0.116, 110, 0, 8810.116, 8812.388, 2.272, 1100, 8812.388, 8812.553, 0.165, 165, 0, 8812.553, 8814.452, 1.899, 825, 8814.452, 8814.561, 0.11, 110, 0, 8814.561, 8821.631, 7.07, 3300, 8821.631, 8821.741, 0.11, 110, 0, 8821.741, 8821.741, 0, 0,    11.625,
 878, 0, 8820, 8820, 8820.126, 0.126, 120, 0, 8820.126, 8822.983, 2.857, 1200, 8822.983, 8823.163, 0.18, 180, 0, 8823.163, 8824.923, 1.76, 900, 8824.923, 8825.043, 0.12, 120, 0, 8825.043, 8832.572, 7.529, 3600, 8832.572, 8832.692, 0.12, 120, 0, 8832.692, 8832.692, 0, 0,    12.566,
 879, 0, 8830, 8830, 8830.116, 0.116, 110, 0, 8830.116, 8832.82, 2.704, 1100, 8832.82, 8832.985, 0.165, 165, 0, 8832.985, 8834.752, 1.768, 825, 8834.752, 8834.862, 0.11, 110, 0, 8834.862, 8841.076, 6.214, 3300, 8841.076, 8841.186, 0.11, 110, 0, 8841.186, 8841.186, 0, 0,    11.070,
 880, 0, 8840, 8840, 8840.116, 0.116, 110, 0, 8840.116, 8842.233, 2.118, 1100, 8842.233, 8842.399, 0.165, 165, 0, 8842.399, 8844.272, 1.873, 825, 8844.272, 8844.382, 0.11, 110, 0, 8844.382, 8851.513, 7.131, 3300, 8851.513, 8851.623, 0.11, 110, 0, 8851.623, 8851.623, 0, 0,    11.507,
 881, 0, 8850, 8850, 8850.116, 0.116, 110, 0, 8850.116, 8852.588, 2.472, 1100, 8852.588, 8852.753, 0.165, 165, 0, 8852.753, 8854.627, 1.874, 825, 8854.627, 8854.737, 0.11, 110, 0, 8854.737, 8861.598, 6.861, 3300, 8861.598, 8861.708, 0.11, 110, 0, 8861.708, 8861.708, 0, 0,    11.592,
 882, 0, 8860, 8860, 8860.126, 0.126, 120, 0, 8860.126, 8862.659, 2.533, 1200, 8862.659, 8862.839, 0.18, 180, 0, 8862.839, 8864.776, 1.937, 900, 8864.776, 8864.896, 0.12, 120, 0, 8864.896, 8873.551, 8.655, 3600, 8873.551, 8873.672, 0.12, 120, 0, 8873.672, 8873.672, 0, 0,    13.546,
 883, 0, 8870, 8870, 8870.126, 0.126, 120, 0, 8870.126, 8872.88, 2.754, 1200, 8872.88, 8873.06, 0.18, 180, 0, 8873.06, 8874.912, 1.852, 900, 8874.912, 8875.032, 0.12, 120, 0, 8875.032, 8883.222, 8.189, 3600, 8883.222, 8883.342, 0.12, 120, 0, 8883.342, 8883.342, 0, 0,    13.216,
 884, 0, 8880, 8880, 8880.126, 0.126, 120, 0, 8880.126, 8882.406, 2.28, 1200, 8882.406, 8882.586, 0.18, 180, 0, 8882.586, 8884.484, 1.898, 900, 8884.484, 8884.605, 0.12, 120, 0, 8884.605, 8891.603, 6.998, 3600, 8891.603, 8891.723, 0.12, 120, 0, 8891.723, 8891.723, 0, 0,    11.597,
 885, 0, 8890, 8890, 8890.126, 0.126, 120, 0, 8890.126, 8892.955, 2.829, 1200, 8892.955, 8893.145, 0.19, 180, 0, 8893.145, 8894.989, 1.844, 900, 8894.989, 8895.109, 0.12, 120, 0, 8895.109, 8903.358, 8.248, 3600, 8903.358, 8903.478, 0.12, 120, 0, 8903.478, 8903.478, 0, 0,    13.352,
 886, 0, 8900, 8900, 8900.116, 0.116, 110, 0, 8900.116, 8902.494, 2.378, 1100, 8902.494, 8902.659, 0.165, 165, 0, 8902.659, 8904.486, 1.827, 825, 8904.486, 8904.597, 0.11, 110, 0, 8904.597, 8911.485, 6.889, 3300, 8911.485, 8911.596, 0.11, 110, 0, 8911.596, 8911.596, 0, 0,    11.480,
 887, 0, 8910, 8910, 8910.116, 0.116, 110, 0, 8910.116, 8912.587, 2.471, 1100, 8912.587, 8912.752, 0.165, 165, 0, 8912.752, 8914.543, 1.79, 825, 8914.543, 8914.653, 0.11, 110, 0, 8914.653, 8921.832, 7.179, 3300, 8921.832, 8921.942, 0.11, 110, 0, 8921.942, 8921.942, 0, 0,    11.826,
 888, 0, 8920, 8920, 8920.126, 0.126, 120, 0, 8920.126, 8922.715, 2.588, 1200, 8922.715, 8922.894, 0.18, 180, 0, 8922.894, 8924.495, 1.601, 900, 8924.495, 8924.615, 0.12, 120, 0, 8924.615, 8931.75, 7.135, 3600, 8931.75, 8931.87, 0.12, 120, 0, 8931.87, 8931.87, 0, 0,    11.744,
 889, 0, 8930, 8930, 8930.126, 0.126, 120, 0, 8930.126, 8933.017, 2.891, 1200, 8933.017, 8933.197, 0.18, 180, 0, 8933.197, 8935.256, 2.059, 900, 8935.256, 8935.376, 0.12, 120, 0, 8935.376, 8942.278, 6.901, 3600, 8942.278, 8942.398, 0.12, 120, 0, 8942.398, 8942.398, 0, 0,    12.272,
 890, 0, 8940, 8940, 8940.126, 0.126, 120, 0, 8940.126, 8942.638, 2.513, 1200, 8942.638, 8942.828, 0.19, 180, 0, 8942.828, 8944.744, 1.916, 900, 8944.744, 8944.864, 0.12, 120, 0, 8944.864, 8952.292, 7.428, 3600, 8952.292, 8952.413, 0.12, 120, 0, 8952.413, 8952.413, 0, 0,    12.287,
 891, 0, 8950, 8950, 8950.126, 0.126, 120, 0, 8950.126, 8952.582, 2.456, 1200, 8952.582, 8952.762, 0.18, 180, 0, 8952.762, 8954.949, 2.187, 900, 8954.949, 8955.069, 0.12, 120, 0, 8955.069, 8962.201, 7.132, 3600, 8962.201, 8962.321, 0.12, 120, 0, 8962.321, 8962.321, 0, 0,    12.195,
 892, 0, 8960, 8960, 8960.116, 0.116, 110, 0, 8960.116, 8962.494, 2.378, 1100, 8962.494, 8962.659, 0.165, 165, 0, 8962.659, 8964.226, 1.567, 825, 8964.226, 8964.336, 0.11, 110, 0, 8964.336, 8972.224, 7.888, 3300, 8972.224, 8972.334, 0.11, 110, 0, 8972.334, 8972.334, 0, 0,    12.218,
 893, 0, 8970, 8970, 8970.116, 0.116, 110, 0, 8970.116, 8972.533, 2.417, 1100, 8972.533, 8972.698, 0.165, 165, 0, 8972.698, 8974.556, 1.858, 825, 8974.556, 8974.666, 0.11, 110, 0, 8974.666, 8981.763, 7.096, 3300, 8981.763, 8981.873, 0.11, 110, 0, 8981.873, 8981.873, 0, 0,    11.757,
 894, 0, 8980, 8980, 8980.116, 0.116, 110, 0, 8980.116, 8982.607, 2.491, 1100, 8982.607, 8982.772, 0.165, 165, 0, 8982.772, 8984.413, 1.64, 825, 8984.413, 8984.522, 0.11, 110, 0, 8984.522, 8990.991, 6.469, 3300, 8990.991, 8991.101, 0.11, 110, 0, 8991.101, 8991.101, 0, 0,    10.985,
 895, 0, 8990, 8990, 8990.116, 0.116, 110, 0, 8990.116, 8992.243, 2.128, 1100, 8992.243, 8992.408, 0.165, 165, 0, 8992.408, 8994.084, 1.675, 825, 8994.084, 8994.193, 0.11, 110, 0, 8994.193, 9001.364, 7.171, 3300, 9001.364, 9001.475, 0.11, 110, 0, 9001.475, 9001.475, 0, 0,    11.359,
 896, 0, 9000, 9000, 9000.116, 0.116, 110, 0, 9000.116, 9002.645, 2.53, 1100, 9002.645, 9002.81, 0.165, 165, 0, 9002.81, 9004.618, 1.808, 825, 9004.618, 9004.728, 0.11, 110, 0, 9004.728, 9012.429, 7.7, 3300, 9012.429, 9012.539, 0.11, 110, 0, 9012.539, 9012.539, 0, 0,    12.423,
 897, 0, 9010, 9010, 9010.126, 0.126, 120, 0, 9010.126, 9012.559, 2.433, 1200, 9012.559, 9012.739, 0.18, 180, 0, 9012.739, 9014.698, 1.959, 900, 9014.698, 9014.819, 0.12, 120, 0, 9014.819, 9022.558, 7.739, 3600, 9022.558, 9022.679, 0.121, 120, 0, 9022.679, 9022.679, 0, 0,    12.552,
 898, 0, 9020, 9020, 9020.126, 0.126, 120, 0, 9020.126, 9022.412, 2.286, 1200, 9022.412, 9022.601, 0.19, 180, 0, 9022.601, 9024.494, 1.892, 900, 9024.494, 9024.614, 0.12, 120, 0, 9024.614, 9032.455, 7.841, 3600, 9032.455, 9032.575, 0.12, 120, 0, 9032.575, 9032.575, 0, 0,    12.449,
 899, 0, 9030, 9030, 9030.116, 0.116, 110, 0, 9030.116, 9032.575, 2.459, 1100, 9032.575, 9032.74, 0.165, 165, 0, 9032.74, 9034.411, 1.671, 825, 9034.411, 9034.521, 0.11, 110, 0, 9034.521, 9041.495, 6.974, 3300, 9041.495, 9041.605, 0.11, 110, 0, 9041.605, 9041.605, 0, 0,    11.489,
 900, 0, 9040, 9040, 9040.116, 0.116, 110, 0, 9040.116, 9042.49, 2.374, 1100, 9042.49, 9042.655, 0.165, 165, 0, 9042.655, 9044.503, 1.848, 825, 9044.503, 9044.613, 0.11, 110, 0, 9044.613, 9051.097, 6.484, 3300, 9051.097, 9051.207, 0.11, 110, 0, 9051.207, 9051.207, 0, 0,    11.091,
 901, 0, 9050, 9050, 9050.126, 0.126, 120, 0, 9050.126, 9052.946, 2.82, 1200, 9052.946, 9053.126, 0.18, 180, 0, 9053.126, 9054.827, 1.701, 900, 9054.827, 9054.947, 0.12, 120, 0, 9054.947, 9062.922, 7.975, 3600, 9062.922, 9063.042, 0.12, 120, 0, 9063.042, 9063.042, 0, 0,    12.916,
 902, 0, 9060, 9060, 9060.116, 0.116, 110, 0, 9060.116, 9062.425, 2.309, 1100, 9062.425, 9062.59, 0.165, 165, 0, 9062.59, 9064.331, 1.741, 825, 9064.331, 9064.441, 0.11, 110, 0, 9064.441, 9071.04, 6.599, 3300, 9071.04, 9071.15, 0.11, 110, 0, 9071.15, 9071.15, 0, 0,    11.034,
 903, 0, 9070, 9070, 9070.116, 0.116, 110, 0, 9070.116, 9072.821, 2.705, 1100, 9072.821, 9072.986, 0.165, 165, 0, 9072.986, 9074.931, 1.945, 825, 9074.931, 9075.041, 0.11, 110, 0, 9075.041, 9082.721, 7.679, 3300, 9082.721, 9082.831, 0.11, 110, 0, 9082.831, 9082.831, 0, 0,    12.715,
 904, 0, 9080, 9080, 9080.126, 0.126, 120, 0, 9080.126, 9082.841, 2.715, 1200, 9082.841, 9083.021, 0.18, 180, 0, 9083.021, 9084.91, 1.889, 900, 9084.91, 9085.03, 0.12, 120, 0, 9085.03, 9091.993, 6.963, 3600, 9091.993, 9092.114, 0.12, 120, 0, 9092.114, 9092.114, 0, 0,    11.988,
 905, 0, 9090, 9090, 9090.116, 0.116, 110, 0, 9090.116, 9092.351, 2.235, 1100, 9092.351, 9092.526, 0.175, 165, 0, 9092.526, 9094.232, 1.705, 825, 9094.232, 9094.342, 0.11, 110, 0, 9094.342, 9101.952, 7.61, 3300, 9101.952, 9102.062, 0.11, 110, 0, 9102.062, 9102.062, 0, 0,    11.946,
 906, 0, 9100, 9100, 9100.116, 0.116, 110, 0, 9100.116, 9102.486, 2.37, 1100, 9102.486, 9102.651, 0.165, 165, 0, 9102.651, 9104.224, 1.573, 825, 9104.224, 9104.335, 0.11, 110, 0, 9104.335, 9110.485, 6.15, 3300, 9110.485, 9110.595, 0.11, 110, 0, 9110.595, 9110.595, 0, 0,    10.479,
 907, 0, 9110, 9110, 9110.126, 0.126, 120, 0, 9110.126, 9112.781, 2.655, 1200, 9112.781, 9112.961, 0.18, 180, 0, 9112.961, 9115.238, 2.277, 900, 9115.238, 9115.358, 0.12, 120, 0, 9115.358, 9123.341, 7.983, 3600, 9123.341, 9123.461, 0.12, 120, 0, 9123.461, 9123.461, 0, 0,    13.335,
 908, 0, 9120, 9120, 9120.126, 0.126, 120, 0, 9120.126, 9122.855, 2.729, 1200, 9122.855, 9123.035, 0.18, 180, 0, 9123.035, 9124.973, 1.939, 900, 9124.973, 9125.094, 0.12, 120, 0, 9125.094, 9132.864, 7.77, 3600, 9132.864, 9132.984, 0.12, 120, 0, 9132.984, 9132.984, 0, 0,    12.858,
 909, 0, 9130, 9130, 9130.126, 0.126, 120, 0, 9130.126, 9132.864, 2.738, 1200, 9132.864, 9133.053, 0.189, 180, 0, 9133.053, 9135.16, 2.108, 900, 9135.16, 9135.28, 0.12, 120, 0, 9135.28, 9142.464, 7.184, 3600, 9142.464, 9142.584, 0.12, 120, 0, 9142.584, 9142.584, 0, 0,    12.458,
 910, 0, 9140, 9140, 9140.126, 0.126, 120, 0, 9140.126, 9142.536, 2.41, 1200, 9142.536, 9142.716, 0.18, 180, 0, 9142.716, 9144.729, 2.012, 900, 9144.729, 9144.849, 0.12, 120, 0, 9144.849, 9152.444, 7.595, 3600, 9152.444, 9152.564, 0.12, 120, 0, 9152.564, 9152.564, 0, 0,    12.438,
 911, 0, 9150, 9150, 9150.116, 0.116, 110, 0, 9150.116, 9152.422, 2.306, 1100, 9152.422, 9152.587, 0.165, 165, 0, 9152.587, 9154.347, 1.76, 825, 9154.347, 9154.456, 0.11, 110, 0, 9154.456, 9161.332, 6.875, 3300, 9161.332, 9161.442, 0.11, 110, 0, 9161.442, 9161.442, 0, 0,    11.326,
 912, 0, 9160, 9160, 9160.116, 0.116, 110, 0, 9160.116, 9162.613, 2.497, 1100, 9162.613, 9162.777, 0.165, 165, 0, 9162.777, 9164.454, 1.677, 825, 9164.454, 9164.564, 0.11, 110, 0, 9164.564, 9171.779, 7.215, 3300, 9171.779, 9171.889, 0.11, 110, 0, 9171.889, 9171.889, 0, 0,    11.774,
 913, 0, 9170, 9170, 9170.126, 0.126, 120, 0, 9170.126, 9172.685, 2.559, 1200, 9172.685, 9172.866, 0.18, 180, 0, 9172.866, 9174.74, 1.875, 900, 9174.74, 9174.861, 0.12, 120, 0, 9174.861, 9182.483, 7.622, 3600, 9182.483, 9182.603, 0.12, 120, 0, 9182.603, 9182.603, 0, 0,    12.477,
 914, 0, 9180, 9180, 9180.116, 0.116, 110, 0, 9180.116, 9182.599, 2.483, 1100, 9182.599, 9182.764, 0.165, 165, 0, 9182.764, 9184.432, 1.668, 825, 9184.432, 9184.542, 0.11, 110, 0, 9184.542, 9192.031, 7.489, 3300, 9192.031, 9192.142, 0.11, 110, 0, 9192.142, 9192.142, 0, 0,    12.026,
 915, 0, 9190, 9190, 9190.126, 0.126, 120, 0, 9190.126, 9192.754, 2.628, 1200, 9192.754, 9192.934, 0.18, 180, 0, 9192.934, 9194.923, 1.989, 900, 9194.923, 9195.044, 0.12, 120, 0, 9195.044, 9203.336, 8.292, 3600, 9203.336, 9203.456, 0.12, 120, 0, 9203.456, 9203.456, 0, 0,    13.330,
 916, 0, 9200, 9200, 9200.116, 0.116, 110, 0, 9200.116, 9202.712, 2.596, 1100, 9202.712, 9202.878, 0.165, 165, 0, 9202.878, 9204.658, 1.781, 825, 9204.658, 9204.768, 0.11, 110, 0, 9204.768, 9212.152, 7.383, 3300, 9212.152, 9212.272, 0.12, 110, 0, 9212.272, 9212.272, 0, 0,    12.156,
 917, 0, 9210, 9210, 9210.116, 0.116, 110, 0, 9210.116, 9212.376, 2.26, 1100, 9212.376, 9212.541, 0.165, 165, 0, 9212.541, 9214.16, 1.619, 825, 9214.16, 9214.27, 0.11, 110, 0, 9214.27, 9221.399, 7.129, 3300, 9221.399, 9221.509, 0.11, 110, 0, 9221.509, 9221.509, 0, 0,    11.393,
